filename,label,augmented
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_15560.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_26976.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_4085.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_795.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_15793.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_16945.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_15630.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_13884.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_16073.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_19103.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_7281.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_10718.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_9054.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_16658.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_302.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_11089.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_13515.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_18490.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_36909.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_14899.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_4268.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_9803.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_32442.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_12342.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_17988.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_29098.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_23208.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_12039.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_8436.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_3861.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_4643.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_25836.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_3449.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_692.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_10916.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_21969.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_4361.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_30836.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_6261.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_24350.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_26026.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_1604.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_3.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_37291.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_32805.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_21726.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_20643.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_27381.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_32657.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_790.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_28440.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_6140.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_4391.jpg,Foreign body,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_8279.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_9713.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_27067.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_21372.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_31303.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_12231.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_14923.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_8199.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_3303.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_8141.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_36348.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_3796.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_30821.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_11891.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_32613.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_9184.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_5564.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_37594.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_36069.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_905.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_13750.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_20257.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_26231.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_29729.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_7390.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_16627.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_18979.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_23785.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_33513.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_7450.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_3143.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_26135.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_17853.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_15291.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_14506.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_15751.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_33009.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_28248.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_13680.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_17010.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_27733.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_4231.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_7229.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_8954.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_20668.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_9366.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_26851.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_31206.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_3459.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_31099.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_4256.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_26079.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_29446.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_672.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_17447.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_13512.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_25378.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_8050.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_18161.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_19876.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_3590.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_26635.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_4275.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_14969.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_25914.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_19339.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_35506.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_27969.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_2984.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_11453.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_19120.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_28155.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_30847.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_14761.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_14812.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_16033.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_515.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_2378.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_17694.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_33976.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_7681.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_18465.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_32290.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_27054.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_28659.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_15673.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_24146.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_27284.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_1999.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_11765.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_23378.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_29499.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_29317.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_10172.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_36799.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_27551.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_31153.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_37584.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_21286.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_3974.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_10514.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_11349.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_30556.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_25509.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_4821.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_35917.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_6936.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_1568.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_1697.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_20651.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_18336.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_10412.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_27329.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_35696.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_37142.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_7308.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_34360.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_12703.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_25972.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_9854.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_23584.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_16655.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_7917.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_16107.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_33017.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_23853.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_7013.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_5013.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_37152.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_5106.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_17803.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_22635.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_4370.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_11718.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_10773.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_7404.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_16992.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_23695.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_17195.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_24270.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_9529.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_36290.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_31705.jpg,Reduced mucosal view,False
/kaggle/input/datasets/adityayellamilli/the-kvasircapsule-dataset-images/The Kvasir-Capsule/train/Image_33415.jpg,Reduced mucosal view,False
